货物出口到香港包括九龙或澳门寸仓火险责任扩展条款,_FIRE_RISK_EXTENSION_CLAUSEFOR
护照,_PASSPORT
要求,_REQUEST
保兑,_CONFIRM
南祭,_SACRIFICE
钢琴,_PIANO
火星,_SPARK
指挥,_CONDUCTOR
行星,_PLANET
熔接,_WELD
池塘,_POND
当局,_UTHORITY
英亩,_ACRE
囚犯,_PRISONER
货物,_CARGO
包裹,_PACKET
小屋,_COTTAGE
软饼,_BISCUIT
女王,_QUEEN
离开,_OFF
确信,_BE_SURE_OF
马鞍,_SADDLE
游历,_TOUR
比赛,_COMPETE
招标,_CALL_OF_TENDER
奶油,_BUTTER
回购,_BUYBACK
都市,_CITY
后台,_BACKGROUND
电报,_TELEGRAM
容忍,_ENDURE
警惕,_PRECAUTION
清理,_CLEANUP
隧道,_TUNNEL
倾覆,_UPSET
防备,_PRECUTION
地区,_REGION
上海,_SHANGHAI
授予,_ACCORDANCE
预期,_ANTICIPATE
小片,_BIT
撤消,_CANCEL
倒坍,_COLLAPSE
斗湖,_TAWAU
传播,_COMMUNICATE
冲突,_CONFLICT
富山,_TOYAMA
建造,_CONSTRUCT
行业,_CRAFT
碾碎,_CRUSH
结尾,_ENDING
辩解,_EXPLANATION
湛江,_ZHANJIANG
出路,_OUTLET
秋葵,_ABELMOSCHUS_ESCULENTUS
察觉,_PERCEIVE
相位,_PHASE
牛蒡,_ARCTIUM_LAPPA
药粉,_POWDER
利益,_BENEFITS
建议,_PROPOSAL
桄榔,_ARENGA_PINNATA
院子,_YARD
品牌,_BRAND
恢复,_RECOVERY
依靠,_RELY
作答,_RESPONSE
节奏,_RHYTHM
散发,_SHED
舞台,_STAGE
总结,_SUMMARIZE
星球,_ASTROPHYTUM_ASTERIAS
版图,_TERRITORY
条约,_TREATY
落葵,_BASELLA_ALBA_CRUBRA
团结,_UNITY
爆发,_EXPLODE
分析,_ANALYSIS
辩论,_ARGUE
后景,_BACKGROUND
树枝,_BRANCH
促使,_BRING
变化,_CHANGE
注释,_COMMENT
蚬木,_BURRETIODENDRON_HSIEMU
藐视,_CONTEMPT
云实,_SEPIARIA
批评,_CRITICIZE
层面,_DECK
潜水,_DIVE
选举,_ELECT
翠��,_CALOCEDRUS_MACROLEPIS
使用,_EMPLOYMENT
实例,_EXAMPLE
剥削,_EXPLIT
运算,_OPERATION
通路,_PASSAGE
延迟,_POSTPONE
前程,_PROSPECT
苔草,_CAREX_PLANTAGINEA
竞赛,_RACE
认出,_RECOGNITION
活动,_EVENT
加强,_REINFORCE
梓树,_CATALPA_OVATA
危险,_RISK
署名,_SIGNATURE
出口,_EXPORT
护理,_TEND
惨事,_TRAGEDY
特征,_FEATURES
变化,_VARIATION
开采,_EXPLOIT
应得,_DESERVE
施用,_APPLICATION
比赛,_GAMES
屏障,_BARRIER
铲斗,_BUCKET
实参,_ACTUAL_PARAMETER
洞穴,_CAVE
算法,_ALGORITHM
公鸡,_COCK
数组,_ARRAY
黄樟,_PORRECTUM
社交,_COMMERCE
备份,_BACKUP
目录,_CONTENT
习惯,_CUSTOM
断点,_BREAKPOINT
深处,_DEPTH
通过,_BYTHROUGH
感情,_EMOTION
红瓜,_COCCINIA_CORDIFOLIA
进化,_EVOLUTION
费用,_EXPENSE
薏苡,_COIX_LACRYMAJOBI
看法,_OUTLOOK
子句,_CLAUSE
赠送,_PRESENT
兴旺,_PROSPERITY
通讯,_COMMUNICATION
区域,_ZONE
连接,_CONNECTION
减少,_REDUCTION
控件,_CONTROL
使得,_RENDER
揭示,_REVEAL
切片,_SECTION
薄板,_SHEET
调试,_DEBUG
疑心,_SUSPICION
推迟,_DEFER
鱼木,_CRATEVA_UNIFOCULARIS
运输,_TRANSPORTATION
设备,_DEVICE
经费,_EXPENDITURE
然而,_NEVERTHELESS
方面,_ASPECT
姜黄,_CURCUMA_DOMESTICA
基地,_BASE
联系,_BOND
小鸡,_CHICKEN
春剑,_LONGIBRACTEATUM
代码,_CODE
枫茅,_NARDUS
推论,_CONCLUSION
意识,_CONSCIOUSNESS
消灭,_CONSUME
芫花,_GENKWA
功绩,_DEED
耳朵,_EAR
管道,_PIPELINE
菊花,_DENDRANTHEMA_MORIFOLIUM
格外,_ESPECIALLY
图像,_IMAGE
爆发,_EXPLOSION
理学,_NATURAL_SCIENCE
履行,_PERFORM
内联,_INLINE
校样,_PROOF
自省,_INTROSPECTION
化学,_CHEMISTRY
害怕,_BE_AFRAID_OF
哑蕉,_SEGUINA
参考,_REFERENCE
活锁,_LIVELOCK
雨菊,_PLUVIALIS
援救,_RELIEF
续断,_JAPONICUS
转动,_ROTATION
掠过,_SKIM
菜单,_MENU
竹蕉,_DRACAENA_DEREMENSIS
样品,_SPECIMEN
薄纸,_TISSUE
鼠标,_MOUSE
授予,_GRNT
学科,_DISCIPLINE
金琥,_ECHINOCACTUS_GRUSONII
谢罪,_APOLOGIZE
听众,_AUDIENCE
父类,_PARENT_CLASS
雪溪,_ALBATUS
一组,_BATTERY
刀片,_BLADE
计算,_CALCULATE
巡行,_CIRCUIT
属性,_PROPERTY
作品,_COMPOSITION
捐献,_CONTRIBUTE
递归,_RECURSION
飞蓬,_ERIGERON_SPECIOSUS
庭院,_COURT
远程,_REMOTE
难事,_DIFFICULTY
撤销,_REVOKE
刺桐,_ERYTHRINA_VARIEGATA
存在,_EXISTENCE
行集,_ROWSET
运走,_EXPORT
卫矛,_EUONYMUS_ALATUS
看法,_OPINION
父亲,_PARENT
给予,_PAY
快照,_SNAPSHOT
保卫,_PROTECT
滨柃,_EMARGINATA
收到,_RECEIVE
家属,_RELATION
语法,_SYNTAX
遏制,_RESTRAINT
模板,_TEMPLATE
物质,_SUBSTANCE
线程,_THREAD
嗓音,_THROAT
类型,_TYPE
决定,_RESOLVE
雪柳,_FONTANESIA_FORTUNEI
赞成,_APPROVAL
向量,_VECTOR
装配,_ASSEMBLY
服务,_WEB_SERVICES_WEB
生物,_BEING
向导,_WIZARD
面包,_BREAD
经历,_CAREER
仪式,_CEREMONY
选择,_CHOOSE
肉体,_CLAY
竞赛,_COMPETITION
指责,_CONDEMN
皂荚,_GLEDITSIA_SINENSIS
走廊,_CORRIDOR
重复,_REPEAT
船厂,_DOCK
热心,_ENTHUSIASM
结果,_OUTCOME
关闭,_CLOSED
彩木,_HAEMATOXYLON_CAMPECHIANUM
韵文,_POEM
准备,_PREPARATION
衔接,_TO
展现,_PRODUCE
速度,_RATE
硬币,_CIN
萱草,_HEMEROCALLIS_FULVA
后退,_RETREAT
翼步,_WING
皮带,_BELT
床位,_BED
蕺菜,_HOUTTUYNIA_CORDATA
导航,_NAVIGATION_GUIDANCE_AND
杯子,_CUP
滑的,_SLIPPERY
棣棠,_KERRIA_JAPONICA
爬行,_CREEP
目标,_DESTINATION
肝素,_HEPARIN
毒麦,_TEMULENTUM
缎花,_LUNARIA_ANNUA
联系,_CONNECTION
石蒜,_LYCORIS_RADIATA
文章,_PAPER
名声,_REPUTATION
雅典,_ATHENS
烟囱,_CHIMNEY
雇工,_EMPLOYEE
期权,_OPTIONS
贝伦,_BELEM
厕所,_TILET
观察,_OBSERVATION
抵抗,_RESISTANCE
工匠,_WORKMAN
犄角,_CORNER
器官,_ORGAN
伞楝,_UMBRACULIFORMIS
程序,_PROGRAM
科隆,_COLON
车间,_WORKSHOP
大街,_AVENUE
分级,_CLASSIFICATION
德班,_DURBAN
福冈,_FUKUOKA
杰拉,_GELA
水仙,_NARCISSUS_TAZETTA_CHINENSIS
光线,_RAY
根特,_GHENT
荷花,_NELUMBO_NUCIFERA
种类,_VARIETY
海防,_HAIPHONG
长凳,_BENCH
烛光,_CANDLE
过程,_COURSE
障碍,_OBSTACLE
黄翁,_NOTOCACTUS_LENINGHAUSII
邮寄,_POST
日惹,_JOGJAKARTA
总统,_PRESIDENT
主义,_PRINCIPLE
莕菜,_NYMPHOIDES_PELTATA
吵架,_QUARREL
磅逊,_KOMPONG_SOM
拆卸,_TAKE_DOWN
小仓,_KUKURA
读本,_READER
驻扎,_RESIDENCE
寻找,_SEEK
袜底,_SOLE
桂花,_OSMANTHUS_FRAGRANS
激励,_STIMULATE
马丹,_MADANG
经历,_UNDERGO
热烈,_WARMTH
帮助,_ASSIST
打破,_BREAK
首都,_CAPITAL
追赶,_CHASE
命令,_COMMAND
孟买,_MUMBAI
设想,_CONCEPT
南浦,_NAMPO
战胜,_CONQUER
瑙鲁,_NAURU
糖槭,_ACER_SACCHARUM
继续,_CONTINUE
分娩,_DELIVERY
诺劳,_NORO
涌现,_EMERGE
建立,_ESTABLISHMENT
派塔,_PAITA
细查,_EXAMINATION
珀斯,_PERTH
绘画,_PAINTING
序言,_PREFACE
缅茄,_AFZELIA_XYLOCARPA
提高,_RAISE
映象,_REFLEXION
抓住,_SEIZE
部分,_SLICE
仰光,_RANGOON
传动,_TRANSMISSION
原谅,_EXCUSE
警察,_POLICE
痕迹,_TRACE
看的,_VISUAL
胡须,_BEARD
舒适,_COMFORT
纪律,_DISCIPLINE
先的,_PREVIOUS
根据,_BE_BASED_ON
领域,_REALM
限定,_RESTRICT
蚕丝,_SILK
庙宇,_TEMPLE
团结,_UNION
侵入,_INVDE
景象,_PROSPECT
调节,_ADJUST
赞成,_APPROVE
微量,_ATOM
幅度,_BREADTH
小屋,_CABIN
容器,_CAN
房间,_CHAMBER
抱怨,_COMPLAINT
所以,_CONSEQUENTLY
代价,_COST
创造,_CREATE
防御,_DEFENCE
包围,_EMBRACE
设立,_ESTABLISH
超越,_EXCESS
时机,_OCCASION
学时,_PERIOD
灭亡,_DIE
辐射,_RDITION
改编,_ADAPT
超过,_OVER
弄湿,_BATHE
调节,_COORDINATE
相当,_CORRESPOND
病害,_DISEASE
非常,_EXCEEDINGLY
土豆,_POTATO
标签,_TAG
顶蓬,_CEILING
计数,_COUNT
反对,_OBJECT
嫩的,_TENDER
圆的,_CIRCULAR
牛棚,_STABLE
种植,_CULTIVATE
边界,_BORDER
沟渠,_CANAL
人民,_PEOPLE
银子,_SILVER
阶级,_CLASS
浴缸,_BATH
链条,_CHAIN
差别,_DIFFERENCE
到场,_PRESENCE
囚笼,_CAGE
名片,_CARD
分配,_DIVIDE
流行,_PREVAIL
驾驶,_DRIVE
范围,_SPHERE
试验,_TRIAL
责任,_DUTY
记录,_RECORD
诡计,_TRICK
杂草,_WEED
擅离,_DESERT
透露,_DISCLOSE
信徒,_CHRISTIAN
解决,_DECIDE
侦察,_DETECTION
证件,_DOCUMENT
参谋,_STAFF
承认,_ADMISSION
黎明,_DAYLIGHT
消失,_DISAPPEAR
服装,_DRESS
医治,_CURE
钻头,_DRILL
逃跑,_ESCAPE
山顶,_PEAK
进行,_PROCEED
远足,_EXCURSION
颠倒,_REVERSE
压力,_STRESS
摇摆,_SWING
礼拜,_WORSHIP
冒险,_ADVENTURE
校园,_CAMPUS
形容,_DESCRIBE
时而,_EVERY_NOW_AND_THEN
公猫,_TOMCAT
组态,_CONFIGURATION
声明,_DECLARE
剪子,_SCISSORS
冲突,_COLLISION
因为,_BECAUSE
店员,_CLERK
等等,_AND_SO_ON
和解,_COMPROMISE
商人,_MERCHANT
欣喜,_BE_WILD_WITH_JAY
惊叫,_EXCLAIM
富于,_BE_RICH_IN
应该,_OUGHT
耗尽,_RUN_OUT_OF
整合,_INTEGRATE
护士,_NURSE
鹧鸪,_PARTRIDGE
模特,_MODEL
营救,_RESCUE
连接,_LINKAGE
警察,_POLICEMAN
春分,_THE_SPRING_EQUINOX_TH_SOLAR
手巾,_TOWEL
大暑,_GREATER_HEAT_TH_SOLAR_TERMJUL
比赛,_COMPETITION
小雪,_LESSER_SNOW_TH_SOLAR_TERMNOV
运动,_CAMPAIGN
课堂,_CLASSROOM
参数,_PARAMETER
英两,_OUNCE
工程,_PROJECT
相片,_PHOTO
表现,_REPRESENT
优惠,_PRIVILEGE
消费,_EXPEND
云雀,_LARK
堆栈,_STACK
费用,_EXPENSE
妨碍,_DISTURB
粉笔,_CHALK
去除,_REMOVER
条纹,_STRIPE
人人,_EVERYONE
潮湿,_MOIST
相片,_PHOTOGRAPH
变老,_AGE
行列,_PROCESSION
论及,_TOUCH_ONUPON
豪猪,_PORCUPINE
修补,_REPAIR
有人,_SOMEBODY
中国,_CHINA
峡谷,_VLLEY
采掘,_DIG
除外,_EXCEPTION
画像,_PORTRAIT
由于,_NOW_THAT
腰围,_WAIST
猪腰,_PIGSKIDNEY
猪油,_LARD
蛋糕,_CAKE
蕃茄,_TOMATO
唉呀,_OH
大蒜,_GARLIC
命令,_PRESCRIBE
洋菇,_MUSHROOM
氧化,_RUST
欧洲,_UROPE
芜菁,_SWEDEORTURNIP
碗豆,_PEAS
蜜瓜,_HONEYDEWMELON
依赖,_BE_DEPENDENT_ONUPON
短米,_PUDDINGRICEORSHORTRICE
砂糖,_BROWNSUGAR
打搅,_ANNOY
鱼干,_DRIEDFISH
粉丝,_SILKNOODLES
红枣,_REDDATE
鲔鱼,_TUNA
鲤鱼,_CARP
田螺,_WINKLES
肉桂,_CINNAMON
薄荷,_MINT
蛇蒿,_TARRAGON
粉底,_AKEUP
粉饼,_PRESSED_POWDER
溶解,_SOLVENT
椰枣,_DACTYLIFERA
另外,_IN_ADDITION
#NAME?,_CLEAN
眼膜,_EYEMASK
斑竹,_BAMBUSOIDES_TANAKAE
商陆,_PHYTOLACCA_ACINOSA
毛利,_GROSS_PROFIT
蜜粉,_LOOSEPOWER
防晒,_SUN
收获,_HARVEST
散粉,_LOOSEPOWDER
膏状,_LIPLIPSTICK
竹柏,_NAGI
收入,_INCOME
第二,_SECOND
创新,_INNOVATION
第十,_TENTH
欧李,_PRUNUS_HUMILIS
利率,_INTEREST_RATES
合资,_JOINT_VENTURES
长吨,_LONG_TON
英尺,_FOOT
立法,_LEGISLATION
加仑,_GALLON
位置,_LOCATION
五月,_MAY
砂梨,_PYRIFOLIA
巴林,_BAHRAIN
不丹,_BHUTAN
地黄,_REHMANNIA_GLUTINOSA
鼠李,_RHAMNUS_DAURICA
智利,_CHILE
中国,_CHINA
斐济,_FIJI
道德,_MORALS
木香,_ROSA_BANKSIAE
雀巢,_NESTL
冰岛,_ICELAND
韩国,_KOREA_SOUTH
波兰,_POLAND
瑞典,_SWEDEN
多哥,_TOGO
藨草,_TRIQUETER
费菜,_SEDUM_KAMTSCHATICUM
产品,_PRODUCT
排序,_RANK_ORDERING
退款,_REFUNDS
名册,_ROSTER
山矾,_SYMPLOCOS_CAUDATA
输出,_OUTPUT
殖民,_SETTLEMENT
柚木,_TECTONA_GRANDIS
编者,_EDITOR
水塘,_POOL
商店,_STORE
香椿,_TOONA_SINENSIS
密蜂,_BEE
龙棕,_NANA
反对,_OBJECTION
乌菱,_BISPINOSA
符号,_SYMBOLS
丰田,_TOYOTA_MOTOR_CORPORATION
香堇,_ODORATA
价值,_VALUE
蝙蝠,_BAT
乌鸫,_BLACKBIRD
蝴蝶,_BUTTERFLY
雌猫,_CATTA
蟑螂,_COCKROACH
乌鸦,_CROW
人员,_PERSONNEL
扩大,_EXPNSION
突然,_ALL_AT_ONCE
雌鹅,_GOOSE
开大,_TURN_UP
付款,_PAYMENT
原驼,_GUANACO
粘附,_DHERE
翠鸟,_KINGFISHER
野马,_MUSTANG
水獭,_OTTER
鹈鹕,_PELICAN
圈套,_TRP
千鸟,_PLOVER
除外,_EXCEPT_FOR
蟒蛇,_PYTHON
发行,_ISSUE
人口,_POPULATION_RESOURCES_AND
鲨鱼,_SHARK
松鼠,_SQUIRREL
酸的,_CID
燕子,_SWALLOW
发现,_SPOT
给养,_PROVISION
鳟鱼,_TROUT
田鼠,_VOLE
斑马,_ZEBRA
供热,_HEATING_GAS_SUPPLY_VENTILATING
招标,_INVITATION_TO_TENDER
奇迹,_WONDER
出色,_STAND_OUT
铁锹,_SPADE
解决,_WORK_OUT
由于,_OF
坚持,_STICK_TO
搁浅,_GROUNDED
接纳,_TAKE_IN
笨蛋,_DONKEY
钢铁,_STEEL
竟敢,_DARE
爬行,_CRAWL
骨骼,_BONE
彩虹,_RAINBOW
袖子,_SLEEVE
进口,_IMPORT
酒精,_ALCOHOL
牛肉,_BEEF
汇票,_DRAFT
数据,_DATA
可信,_STAND_UP
议会,_PARLIAMENT
大约,_OR_SO
阉猪,_HOG
上涨,_GO_UP
使得,_RENDER
悬崖,_CLIFF
打扰,_INTERFERE_WITH
只有,_NONE_BUT
褐色,_BROWN
毫不,_NOT_IN_THE_LEAST
终于,_EVENTUALLY
解雇,_LAY_OFF
或许,_PROBABLY
发出,_LET_OUT
合同,_CONTRACT
到上,_ONTO
感谢,_BE_GRATEFUL_TO
入坞,_LIE_UP
乌鱼,_MULLET
克服,_GET_OVER
寄售,_CONSIGNMENT
抵抗,_RESIST
公量,_CONDITIONED_WEIGHT
香肠,_SAUSAGE
退却,_RETREAT
地位,_STATUS
器官,_ORGN
乞求,_BEG
值得,_BE_WORTH_DOING
职业,_PROFESSION
现金,_CASH
饼干,_BISCUIT
妒忌,_ENVY
邮费,_POSTAGE
羞耻,_ASHAMED
兔子,_RABBIT
淡菜,_MUSSEL
轮船,_STEAMER
幸福,_WELFARE
存取,_ACCESS
登记,_REGISTER
注解,_ANNOTATION
驾驶,_STEER
木工,_CARPENTER
赋值,_ASSIGNMENT
悬崖,_CLIFF
监狱,_PRISON
清除,_CLEANUP
坑道,_TUNNEL
羊毛,_WOOL
香葱,_SCHOENOPRASUM
警惕,_PRECUTION
圣吐,_SANTO
范围,_REGION
沙迦,_SHARJAH
取得,_ACQUIRE
期望,_ANTICIPATE
出血,_BLEED
阿米,_VISNAGA
删去,_CANCEL
崩溃,_COLLAPSE
关心,_CONCERN
斗争,_CONFLICT
建设,_CONSTRUCT
蝶须,_ANTENNARIA_DIOICA
生物,_CREATURE
花烛,_ANTHURIUM_SCHERZERANUM
镇压,_CRUSH
结局,_ENDING
水蕹,_APONOGETON_NATANS
词句,_EXPRESSION
珠海,_ZHUHAI
排遣,_OUTLET
发觉,_PERCEIVE
儿茶,_CATECHU
平台,_PLATFORM
熊果,_ARCTOSTAPHYLOS_UVAURSI
火药,_POWDER
奔驰,_BENZ
槟榔,_ARECA_CATECHU
求婚,_PROPOSAL
庭院,_YARD
规则,_REGULATION
信赖,_RELY
回答,_RESPONSE
滚柱,_ROLLER
脱落,_SHED
戏剧,_STAGE
俯瞰,_SURVEY
领域,_TERRITORY
协议,_TREATY
证实,_VERIFY
激增,_EXPLODE
射干,_BELAMCANDA_CHINENSIS
分解,_ANALYSIS
协会,_ASSOCIATION
经历,_BACKGROUND
团体,_CORPORATE
分部,_BRANCH
捕获,_CAPTURE
零钱,_CHANGE
通讯,_COMMUNICATION
花蔺,_BUTOMUS_UMBELLATUS
受辱,_CONTEMPT
木豆,_CAJANUS_CAJAN
评论,_CRITICIZE
配送,_DELIVERY
说明,_DEMONSTRATE
俯冲,_DIVE
推选,_ELECT
扩大,_ENLARGE
折扣,_DISCOUNT
模范,_EXAMPLE
茶梅,_CAMELLIA_SASANQUE
利用,_EXPLIT
轮廓,_OUTLINE
刀豆,_GLADIATA
通道,_PASSAGE
推迟,_POSTPONE
提供,_PROVIDE
竞争,_RACE
识别,_RECOGNITION
剩下,_REMAIN
冒险,_RISK
签字,_SIGNATURE
威胁,_THREAT
时尚,_FADS
惨案,_TRAGEDY
变动,_VARIATION
卷耳,_CERASTIUM_ARVENSE
细看,_SCN
紫荆,_CERCIS_CHINENSIS
值得,_DESERVE
薄云,_STAPELIAEFORMIS
加法,_ADDITION
争论,_ARGUMENT
差距,_GAP
障碍,_BARRIER
吊兰,_CHLOROPHYTUM_COMOSUM
野营,_CAMP
窑洞,_CAVE
别名,_ALIAS
菊苣,_CICHORIUM_INTYBUS
雄禽,_COCK
银木,_SEPTENTRIONALE
社区,_COMMUNITY
容量,_CONTENT
佛手,_SARCODACTYLIS
风俗,_CUSTOM
发展,_DEVELOP
激动,_EMOTION
演化,_EVOLUTION
发生,_OCCUR
类厂,_CLASS_FACTORY
展望,_OUTLOOK
介绍,_PRESENT
人种,_RACE
兼容,_COMPATIBLE
范围,_ZONE
减小,_REDUCTION
拷贝,_COPY
坚决,_RESOLUTION
欧榛,_AVELLANA
揭露,_REVEAL
一段,_SECTION
简单,_SIMPLICITY
猜疑,_SUSPICION
定义,_DEFINITION
运送,_TRANSPORTATION
美学,_AESTHETICS
爆炸,_EXPLOSION
巴豆,_CROTON_TIGLIUM
不过,_NEVERTHELESS
样子,_ASPECT
引擎,_ENGINE
郁金,_AROMATICA
变成,_BECOME
评估,_EVALUATE
公债,_BOND
建兰,_CYMBIDIUM_ENSIFOLIUM
小鸟,_CHICKEN
提取,_FETCH
组成,_COMPOSE
标记,_FLAG
结尾,_CONCLUSION
杓兰,_CYPRIPEDIUM_CALCEOLUS
觉悟,_CONSCIOUSNESS
功能,_FUNCTIONALITY
对比,_CONTRAST
授权,_GRANT
契约,_DEED
硬件,_HARDWARE
珙桐,_DAVIDIA_INVOLUCRATA
听力,_EAR
石斛,_DENDROBIUM_NOBILE
甚至,_EVEN
溲疏,_DEUTZIA_SCABRA
炸裂,_EXPLOSION
数学,_MATHEMATICS
执行,_PERFORM
供应,_PROVISION
担扰,_BE_AFRAID_OF
出处,_REFERENCE
描绘,_REPRESENT
循环,_LOOP
循环,_ROTATION
列表,_MARSHAL
擦过,_SKIM
消息,_MESSAGE
趋向,_TENDENCY
组织,_TISSUE
蛇莓,_DUCHESNEA_INDICA
同意,_GRNT
容纳,_ACCOMMODATE
认错,_APOLOGIZE
重载,_OVERLOAD
观众,_AUDIENCE
容忍,_BEAR
像素,_PIXEL
蓝蓟,_ECHIUM_VULGARE
叶片,_BLADE
端口,_PORT
估计,_CALCULATE
打印,_PRINT
线索,_CLUE
协议,_PROTOCOL
写作,_COMPOSITION
菟葵,_ERANTHIS_STELLATA
捐助,_CONTRIBUTE
递归,_RECURSIVE
困境,_DIFFICULTY
实在,_EXISTENCE
白裳,_SERICATA
广度,_EXTENT
屏幕,_SCREEN
主张,_OPINION
串行,_SERIAL
泽兰,_EUPATORIUM_JAPONICUM
母亲,_PARENT
履行,_PERFORMANCE
警戒,_PROTECT
芡实,_EURYALE_FEROX
得到,_RECEIVE
存根,_STUB
减轻,_RELIEVE
克制,_RESTRAINT
实质,_SUBSTANCE
改变,_TRANSFORM
梧桐,_FIRMIANA_SIMPLEX
决意,_RESOLVE
散集,_UNMARSHAL
连翘,_FORSYTHIA_SUSPENSA
同意,_APPROVAL
厂商,_VENDOR
当局,_AUTHORITY
子句,_WHERE_CLAUSEWHERE
生命,_BEING
单词,_WORD
食物,_BREAD
携带,_CARRY
礼节,_CEREMONY
挑选,_CHOOSE
抱怨,_COMPLAIN
判刑,_CONDEMN
会士,_MEMBER
回廊,_CORRIDOR
赚得,_EARN
热忱,_ENTHUSIASM
后果,_OUTCOME
也许,_PERHAPS
预备,_PREPARATION
财产,_PROPERTY
姜花,_HEDYCHIUM_CORONARIUM
价格,_RATE
腿​,_LEG
完成,_ACCOMPLISH
鸣声,_STROKE
电缆,_CABLE
右转,_NATURAL_TURN
黑藻,_HYDRILLA_VERTICILLATA
八角,_ILLICIUM_VERUM
奖杯,_CUP
曾经,_EVER
菘蓝,_ISATIS_TINCTORIA
迎春,_JASMINUM_NUDIFLORUM
紫薇,_LAGERSTROEMIA_INDICA
瓦苇,_LEPISORUS_THUNBERGIANUS
磁极,_POLE
支出,_PAYMENT
吗啡,_MORPHINE
蒲葵,_LIVISTONEA_CHINENSIS
外部,_OUTSIDE
圆周,_CIRCUMFERENCE
登记,_ENTRY
南烛,_LYONIA_OVALIFOLIA
引用,_QUOTATION
烟筒,_CHIMNEY
手袋,_PURSE
教堂,_CHURCH
白星,_MAMMILLARIA_PLUMOSA
抵制,_RESISTANCE
担子,_BURDEN
印度,_CHENNAI
机构,_ORGAN
股本,_STOCK
冰花,_CRYSTALLINUM
工场,_WORKSHOP
达曼,_DAMMAM
汽车,_CAR
多哈,_DOHA
庄稼,_CROP
福斯,_FOS
展览,_EXHIBITION
福山,_FUKUYAMA
耳机,_PHONE
射线,_RAY
意义,_SIGNIFICANCE
关岛,_GUAM
新樟,_NEOCINNAMOMUM_PARVIFOLIUM
变种,_VARIETY
伯方,_HAKATA
条凳,_BENCH
河内,_HANOI
搜集,_COLLECTION
黄埔,_HUANGPU
邮件,_POST
校长,_PRESIDENT
公布,_PUBLISH
紫树,_NYSSA_SINENSIS
口角,_QUARREL
记下,_TAKE_DOWN
吴港,_KURE
后部,_REAR
住处,_RESIDENCE
探索,_SEEK
损坏,_SPIL
长滩,_LONG_BEACH
柊树,_HETEROPHYLLUS
激发,_STIMULATE
成本,_COST
经受,_UNDERGO
马累,_MALE
认识,_ACQUAINTANCE
曼塔,_MANTA
搀扶,_ASSIST
罂粟,_PAPAVER_SOMNIFERUM
损坏,_BREAK
捉住,_CATCH
追求,_CHASE
泡桐,_PAULOWNIA_FORTUNEI
指挥,_COMMAND
状况,_CONDITION
南京,_NANJING
红枫,_ATROPURPUREUM
破除,_CONQUER
锯草,_ACHILLEA_MILLEFOLIUM
连续,_CONTINUE
纽约,_NEWYORK
地球,_EARTH
冒出,_EMERGE
大阪,_OSAKA
设立,_ESTABLISHMENT
巨港,_PALEMBANG
扩大,_EXPANSION
珀斯,_PERTH
着色,_PAINTING
前言,_PREFACE
反映,_REFLEXION
逮捕,_SEIZE
负债,_LIABILITY
坦克,_TANK
发射,_TRANSMISSION
一剂,_DOSE
聘用,_ENGAGE
反射,_REFLECT
约束,_RESTRICT
行踪,_TRACK
协会,_UNION
侵略,_INVDE
陪伴,_ACCOMPANY
校正,_ADJUST
称许,_APPROVE
信任,_BELIEF
幅面,_BREADTH
船舱,_CABIN
容量,_CAPACITY
怨言,_COMPLAINT
包含,_CONTAIN
成本,_COST
引起,_CREATE
防务,_DEFENCE
雇用,_EMPLOY
确立,_ESTABLISH
过量,_EXCESS
起源,_ORIGIN
句号,_PERIOD
曲线,_CURVE
瞎的,_BLIND
评价,_EVALUATE
考拉,_KOALA
发音,_PRONUNCIATION
杜鹃,_CUCKOO
黄铜,_BRASS
穿过,_CROSS
礼物,_PRESENT
辣椒,_CAYENNEPEPPER
立刻,_SHORTLY
菜肴,_DISH
一分,_PORTION
恳请,_BE_KIND_ENOUGH_TO_DO
实在,_REALLY
双的,_DOUBLE
揭露,_EXPOSE
概率,_PROBABILITY
底部,_BOTTOM
培养,_CULTIVATE
麻袋,_SACK
民族,_PEOPLE
银器,_SILVER
灰末,_ASH
项圈,_CHAIN
占领,_OCCUPY
美德,_VIRTUE
刀口,_EDGE
惩罚,_PUNISH
厌倦,_TIRE
血液,_BLOOD
分开,_DIVIDE
物体,_OBJECT
打入,_DRIVE
审判,_TRIAL
桥梁,_BRIDGE
王冠,_CROWN
公牛,_OX
促进,_ACCELERATE
剌穿,_BITE
银行,_BANK
补钉,_PATCH
替换,_SHIFT
对待,_TREAT
冷的,_COLD
畏惧,_DREAD
开的,_OPEN
颤抖,_SHIVER
沸腾,_BIL
估计,_ESTIMATE
会议,_SESSION
承认,_ADMIT
强迫,_COMPEL
邪恶,_EVIL
怜悯,_PITY
下倾,_DESCEND
宿舍,_DORMITORY
委托,_TRUST
对价,_CONSIDERATION
偶尔,_EVERY_NOW_AND_THEN
缺陷,_BUG
报告,_REPORT
构件,_CONSTRUCT
域名,_DNS
味觉,_TASTE
覆盖,_COVER
寡妇,_WIDOW
日历,_CLENDR
果心,_CORE
调度,_DISPATCH
椅子,_CHAIR
邮差,_MAILMAN
请教,_CONSULT
乐意,_BE_WILLING_TO_DO
探险,_EXPLORE
高阶,_HIGH_LEVEL
车长,_CONDUCTOR
短缺,_BE_SHORT_OF
外衣,_OVERCOAT
导游,_GUIDE
